id,code,description,category,subcategory,unit,rate
mjd-004432,EXT-0482,"Granite stepping stone paving; Despina by Marshalls; 300 x 900 x 65; on 25mm mortar bed",External Works,Roads & Paving,nr,26.28
mjd-004433,EXT-0483,"Soldier course in 250 x 150 x 60mm flush band; with concrete bed & haunch. Lay only free issue paviors",External Works,Concrete Supply,m,29.61
mjd-004434,EXT-0484,"Granite paving with flame finish; 900 x 300 x 60mm thk; on 40mm mortar bed, sand pointing brushed in. Lay only free issue paviors.",External Works,Concrete Finishes,m²,23.53
mjd-004435,EXT-0485,"Granite bull nose steps with flame finish; 340 x 40mm thk in 600mm lenghts; on 30mm mortar bed. Lay only free issue granite",External Works,General,m,10.68
mjd-004436,EXT-0486,"Granite riser pieces with flame finish; 110 x 20mm thk in 600mm lenghts; fixed with cement based external tile adhesive. Lay only free issue granite",External Works,Roofing,m,9.02
mjd-004437,EXT-0487,"EO for cutting pavings around uplighters/bollards",External Works,Excavation,nr,16.53
mjd-004438,EXT-0488,"Granite twice bull nosed coping/seat with flame finish; 650 x 40mm thk in 600mm lenghts; on 30mm mortar bed. Lay only free issue granite",External Works,General,m,20.42
mjd-004439,EXT-0489,"Granite setts; cropped; 100 x 100 x 100; on 50mm mortar bed & jointing (Marshalls)",External Works,Joints,m²,166.78
mjd-004440,EXT-0490,"Granite setts; PT3 Kellen (Hardscapes); 100 x 100 x 80; on 50mm mortar bed & jointing",External Works,Joints,m²,129.79
mjd-004441,EXT-0491,"Granite setts; Callisto; cropped; 100 x 100 x 100; on 50mm mortar bed & jointing (Marshalls)",External Works,Joints,m²,143.54
mjd-004442,EXT-0492,"Granite setts; Despina; cropped; 100 x 100 x 100; on 50mm mortar bed & jointing (Marshalls)",External Works,Joints,m²,169.34
mjd-004443,EXT-0493,"Granite setts; cropped; 50 x 50 x 100; on 50mm mortar bed & jointing (Hardscape)",External Works,Joints,m²,141.33
mjd-004444,EXT-0494,"Granite setts; cropped; 100 x 200 x 100; on 50mm mortar bed & jointing (Marshalls)",External Works,Joints,m²,108.36
mjd-004445,EXT-0495,"Granite setts; cropped; 100 x 200 x 100; on 50mm mortar bed & jointing (Hardscape)",External Works,Joints,m²,117.56
mjd-004446,EXT-0496,"Granite setts; cropped; 150 x 180 x 100; on 50mm mortar bed & jointing; free issue, reclaimed setts",External Works,Joints,m²,57.69
mjd-004447,EXT-0497,"Granite setts; 100 x 100 x 100; on 50mm mortar bed & jointing (Chinese granite)",External Works,Joints,m²,112.13
mjd-004448,EXT-0498,"Granite setts; 100 x 100 x 100; on 50mm mortar bed & jointing (European granite)",External Works,Joints,m²,136.63
mjd-004449,EXT-0499,"Granite setts; cropped; 100 x 100 x 100; on 50mm mortar bed & jointing (Charcon)",External Works,Joints,m²,123.35
mjd-004450,EXT-0499,"Cobbles paving; PT18; CED 40-60mm dia; on 110mm bed",External Works,Roads & Paving,m²,204.04
mjd-004451,EXT-0500,"CED yellow 15R granite setts; 100 x 100 x 100; on 50mm mortar bed & jointing",External Works,Joints,m²,204.04
mjd-004452,EXT-0501,"CED silver grey granite temple setts, laid single course 100mm wide as demarcation; 100 x 100 x 100; on 50mm mortar bed & jointing",External Works,Joints,m,40.47
mjd-004453,EXT-0502,"CED black basalt temple setts; 100 x 100 x 100; on 50mm mortar bed & jointing",External Works,Joints,m²,311.31
mjd-004454,EXT-0503,"Marshalls Symphony vitrified plank paving; 1200 x 300 x 20mm thk; on 50mm mortar bed",External Works,Roads & Paving,m²,66.57
mjd-004455,EXT-0504,"Clay paviour; Vande Moortel; Septima; 215 x 52 x 70; on sand bed with mortar pointing; colour Terrestre",External Works,General,m²,134.8
mjd-004456,EXT-0505,"Clay paviour; Vande Moortel; Septima; 215 x 52 x 70; on sand bed with mortar pointing; colour Salvio",External Works,General,m²,182.24
mjd-004457,EXT-0506,"Clay paviour; Blockleys; 205 x 103 x 65; on mortar bed & pointing",External Works,Masonry,m²,71.38
mjd-004458,EXT-0507,"Clay paviour; Blockleys; 205 x 103 x 65; on mortar bed & pointing; on podium",External Works,Masonry,m²,90.59
mjd-004459,EXT-0508,"50/50 paving; comprising alternative courses of Clay paviour; Hardscape; 48 x 200 x 85; on sand bed & pointing & Murarosy 50mm plastic spacers; (gaps filled with topsoil and grass seed by others)",External Works,Filling,m²,65.46
mjd-004460,EXT-0509,"Clay paviour; CED Peterborough Dutch clay paviour; 200 x 48 x 58; on sand bed & pointing",External Works,General,m²,161.36
mjd-004461,EXT-0510,"Clay paviour; Hardscape; 48 x 200 x 85; on sand bed & pointing",External Works,General,m²,156.78
mjd-004462,EXT-0511,"Clay paviour; Hardscape; 50 x 210 x 70; on sand bed & pointing",External Works,General,m²,87.63
mjd-004463,EXT-0512,"Brick paviour; Chelmer Valley, Cotswold Blend; 210 x 100 x 50; on 50mm sand bed & pointing",External Works,Masonry,m²,71.38
mjd-004464,EXT-0513,"Brick paviour; Chelmer Valley, Cotswold Blend; 210 x 100 x 50; on 50mm sand bed & pointing; with Aquada spacers and grit fill; permeable",External Works,Filling,m²,87.63
mjd-004465,EXT-0514,"Primaporcelain porcelain tile paving; 600 x 600 x 20; colour mix; supported on Ryno class A1 steel pedestals",External Works,Earthwork Support,m²,108.32
mjd-004466,EXT-0515,"Yorkstone flags; 600 x random (450-1200) x 63; diamond cut; Cromwell buff; on 50mm mortar bed",External Works,Excavation,m²,162.66
mjd-004467,EXT-0516,"Natural stone flags; random widths and lenghts x 63; diamond cut; on 50mm mortar bed; PC supply £250 / m2",External Works,Excavation,m²,364.59
mjd-004468,EXT-0517,"Natural stone loose gravel; 80mm thk; silver grey; 10-20 grade",External Works,Masonry,m²,96.57
mjd-004469,EXT-0518,"Japanese granite gravel; 50mm thk; PC supply £400/m2",External Works,General,m²,540.9
mjd-004470,EXT-0519,"50mm thk Cedec gravel paving",External Works,Roads & Paving,m²,48.72
mjd-004471,EXT-0520,"50mm thk Breedon gravel paving",External Works,Roads & Paving,m²,48.72
mjd-004472,EXT-0521,"50mm Quartzite CED gravel; barley; 10mm aggregate",External Works,Reinforcement,m²,64.03
mjd-004473,EXT-0522,"Grasscrete GC3 cellular paving; 76mm thk inc topsoil and grass seed; on 50mm sand bed",External Works,Roads & Paving,m²,50.1
mjd-004474,EXT-0523,"Resin bound gravel; 18mm thk",External Works,General,m²,68.75
mjd-004475,EXT-0524,"Resin bound gravel; 16mm thk Addagrip Addaset; 6mm aggregate; to ramps (laid on asphalt)",External Works,Roads & Paving,m²,43.63
mjd-004476,EXT-0525,"Resin bound gravel; 24mm thk Addagrip Addabound; 6mm aggregate; to ramps & podium (laid on asphalt)",External Works,Roads & Paving,m²,64.73
mjd-004477,EXT-0526,"Resin bound gravel; 40mm thk Addagrip UVR; 6-10mm agregate; to tree pits",External Works,Fencing & Barriers,m²,112.5
mjd-004478,EXT-0527,"Resin bound gravel; Addastone Addagrip; Golden Quartz; inc Addacryl sealer",External Works,Masonry,m²,81.25
mjd-004479,EXT-0528,"40mm resin bound surfacing to tree pits",External Works,Landscaping,m²,106.5
mjd-004480,EXT-0529,"Grass grid; Ecoblock 80",External Works,Masonry,m²,47.03
mjd-004482,EXT-0531,"Conservation flags; 50mm thk; on 50mm mortar bed & pointing; risers of steps; 160mm high",External Works,General,m,85.16
mjd-004483,EXT-0532,"Conservation flags; 50mm thk; on 50mm mortar bed & pointing; risers of steps; 160mm high",External Works,General,m²,532.26
mjd-004484,EXT-0533,"Conservation flags; 50mm thk; on 50mm mortar bed & pointing; risers of steps; 324mm high",External Works,General,m,88.79
mjd-004486,EXT-0535,"Conservation flags; 50mm thick; on 50mm mortar bed & pointing; treads of steps; 300mm wide",External Works,General,m,176.96
mjd-004488,EXT-0537,"EO for white colour strip let into slab",External Works,Excavation,m,18.75
mjd-004489,EXT-0538,"Granite bull nose steps with flame finish; 340 x 40mm thk in 600mm lenghts; on 30mm mortar bed. Lay only free issue granite",External Works,General,m,18.33
mjd-004490,EXT-0539,"Granite riser pieces with flame finish; 110 x 20mm thk in 600mm lenghts; fixed with cement based external tile adhesive. Lay only free issue granite",External Works,Roofing,m,14.38
mjd-004491,EXT-0540,"Steps in granite pavings; 280mm treads & 165mm risers with contracting nosing; 1000 x 110 x 55 risers/1000 x 300 x 55 treads/55 x 55 nosings attached with stainless steel dowels and epoxy resin",External Works,Reinforcement,m,358.87
mjd-004492,EXT-0541,"Synthetic turf; Easigrass; Chelsea on 30mm sand bed",External Works,Landscaping,m²,57.26
mjd-004493,EXT-0542,"Timber decking; treated SW; 28 x 140mm on & inc 50 x 150 joists at 450c/s",External Works,General,m²,69.46
mjd-004494,EXT-0543,"Timber decking; treated HW; 28 x 145mm on & inc 50 x 150 joists at 450c/s",External Works,General,m²,174.88
mjd-004495,EXT-0544,"Composite decking Hyperion Pioneer, 145 x 21mm boards on 50 x 50 composite battens @200c/s on Mesa ajustable metal supports 90-150mm",External Works,Earthwork Support,m²,174.71
mjd-004496,EXT-0545,"Aluminium decking Hyperion; 21 x 145mm boards on 40 x 50mm joists at 200c/s on Mesa ajustable metal supports 90 - 150mm",External Works,Earthwork Support,m²,199.95
mjd-004497,EXT-0546,"White lines; min charge 1/2 day",External Works,General,tonne,600
mjd-004498,EXT-0547,"White lines; min charge 1 day",External Works,General,tonne,812.5
mjd-004499,EXT-0548,"Lines & broken lines; ne 300mm",External Works,General,m,1.25
mjd-004500,EXT-0549,"Lines & broken lines; ex 300mm",External Works,General,m²,3.75
mjd-004501,EXT-0550,"Pedestrian crossings",External Works,General,m²,12.5
mjd-004502,EXT-0551,"Hatching, ne 300 thk lines",External Works,General,m,8.33
mjd-004503,EXT-0552,"Letters & figures",External Works,General,nr,12.5
mjd-004504,EXT-0553,"Directional arrows",External Works,General,nr,15
mjd-004505,EXT-0554,"Disabled parking",External Works,General,nr,27.5
mjd-004506,EXT-0555,"EO on concrete surface",External Works,Concrete Supply,item,0
mjd-004507,EXT-0556,"EO burn off existing roadmarkings; min charge £",External Works,Roads & Paving,nr,250
mjd-004508,EXT-0556,"Road markings (Thorn Turn)",External Works,Roads & Paving,tonne,41903.75
mjd-004509,EXT-0557,"HB1 kerb; 150 x 305; concrete bed & haunch",External Works,Concrete Supply,m,34.06
mjd-004510,EXT-0558,"HB1 kerb; 150 x 305; concrete bed & haunch; radius",External Works,Concrete Supply,m,39.3
mjd-004511,EXT-0559,"HB2 kerb; 125 x 255; concrete bed & haunch",External Works,Concrete Supply,m,35.19
mjd-004512,EXT-0560,"HB2 kerb; 125 x 255; concrete bed & haunch; radius",External Works,Concrete Supply,m,42.65
mjd-004513,EXT-0561,"EO for curved",External Works,General,m,7.45
mjd-004514,EXT-0562,"EO for drop kerbs (HB2/BN transition); 125 x 255/150",External Works,Kerbs & Edgings,nr,18.08
mjd-004515,EXT-0563,"Quadrant QHB; 305 x 255; concrete bed & haunch",External Works,Concrete Supply,nr,69.25
mjd-004516,EXT-0564,"EO for HB2 internal/external angle; 125 x 255",External Works,General,nr,41.12
mjd-004517,EXT-0565,"HB3 kerb; 125 x 150; concrete bed & haunch",External Works,Concrete Supply,m,31.91
mjd-004518,EXT-0566,"HB3 kerb; 125 x 150; concrete bed & haunch; radius",External Works,Concrete Supply,m,37.15
mjd-004519,EXT-0567,"EO for HB3 internal/external angle; 125 x 150",External Works,General,nr,41.12
mjd-004520,EXT-0568,"Bullnose kerb; 150 x 305; concrete bed & haunch",External Works,Concrete Supply,m,38.13
mjd-004521,EXT-0569,"Bullnose kerb; 150 x 305; concrete bed & haunch; radius",External Works,Concrete Supply,m,47.77
mjd-004522,EXT-0570,"EO for bullnose internal/external angle; 150 x 305",External Works,General,nr,41.12
mjd-004523,EXT-0571,"Bullnose kerb; 125 x 255; concrete bed & haunch",External Works,Concrete Supply,m,35.34
mjd-004524,EXT-0572,"Bullnose kerb; 125 x 255; concrete bed & haunch; radius",External Works,Concrete Supply,m,41.47
mjd-004525,EXT-0573,"EO for bullnose internal/external angle; 125 x 255",External Works,General,nr,41.12
mjd-004526,EXT-0574,"BN1 bullnose kerb; 125 x 150; concrete bed & haunch",External Works,Concrete Supply,m,35.25
mjd-004527,EXT-0575,"BN1 bullnose kerb; 125 x 150; concrete bed & haunch; radius",External Works,Concrete Supply,m,39.84
mjd-004528,EXT-0576,"EO for BN1 internal/external angle; 125 x 150",External Works,General,nr,41.12
mjd-004529,EXT-0577,"EF1 edging; flat top; 50 x 150; concrete bed & haunch",External Works,Concrete Supply,m,21.34
mjd-004530,EXT-0578,"EF1 edging; flat top; 50 x 150; concrete bed & haunch; radius/facetted",External Works,Concrete Supply,m,26.61
mjd-004531,EXT-0579,"Edging; flat top; 50 x 200; concrete bed & haunch",External Works,Concrete Supply,m,26.37
mjd-004532,EXT-0580,"Edging; flat top; 50 x 200; concrete bed & haunch; radius",External Works,Concrete Supply,m,30.79
mjd-004533,EXT-0581,"Channel CS1; 255 x 125; concrete bed & haunch",External Works,Concrete Supply,m,35.32
mjd-004534,EXT-0582,"Channel CS1; 255 x 125; concrete bed & haunch; radius",External Works,Concrete Supply,m,41.72
mjd-004535,EXT-0583,"Titan/Trief kerb; 390 x 400; concrete bed & haunch",External Works,Concrete Supply,m,130.45
mjd-004536,EXT-0584,"Titan/Trief kerb; 390 x 400; concrete bed & haunch; radius",External Works,Concrete Supply,m,156.23
mjd-004537,EXT-0585,"EO Titan kerb for Quadrant",External Works,Kerbs & Edgings,nr,158.03
mjd-004538,EXT-0586,"Acid etched reconstructed stone PC step units; 330 x 166 x 1000lg; bedded on concrete; with visibilty inserts to tread and riser",External Works,Concrete Supply,m,224.87
mjd-004539,EXT-0587,"EO for 400mm wide top tread",External Works,General,m,29.69
mjd-004540,EXT-0588,"EO splay cutting ends",External Works,Excavation,nr,21.53
mjd-004541,EXT-0589,"Acid etched reconstructed stone PC step units; 330 x 170 x 1000lg; bedded on concrete; with visibilty inserts to tread and riser",External Works,Concrete Supply,m,226.25
mjd-004542,EXT-0590,"Conservation kerb; 255 x 205; concrete bed & haunch",External Works,Concrete Supply,m,77.57
mjd-004543,EXT-0591,"Conservation kerb; 255 x 205; concrete bed & haunch; radius",External Works,Concrete Supply,m,103.9
mjd-004544,EXT-0592,"Conservation kerb; 145 x 255; concrete bed & haunch",External Works,Concrete Supply,m,71.44
mjd-004545,EXT-0593,"Conservation kerb; 145 x 255; concrete bed & haunch; radius",External Works,Concrete Supply,m,93.69
mjd-004546,EXT-0594,"Conservation kerb; 145 x 145; concrete bed & haunch",External Works,Concrete Supply,m,60.25
mjd-004547,EXT-0595,"Conservation kerb; 145 x 145; concrete bed & haunch; radius",External Works,Concrete Supply,m,81.13
mjd-004548,EXT-0596,"EO Conservation kerb; tapered transition 145 x 255/145",External Works,Kerbs & Edgings,nr,52.88
mjd-004549,EXT-0597,"Conservation Quadrant; 305 x 305 x 255",External Works,Kerbs & Edgings,nr,89.19
mjd-004550,EXT-0598,"Conservation kerb; 145 x 205; concrete bed & haunch",External Works,Concrete Supply,m,58.44
mjd-004551,EXT-0599,"Conservation kerb; 145 x 205; concrete bed & haunch; radius",External Works,Concrete Supply,m,70.03
mjd-004552,EXT-0600,"Conservation edging; 63 x 150; concrete bed & haunch",External Works,Concrete Supply,m,44.95
mjd-004553,EXT-0601,"Conservation edging; 63 x 150; concrete bed & haunch; radius",External Works,Concrete Supply,m,52.17
mjd-004554,EXT-0602,"Conservation edging; 63 x 250; concrete bed & haunch",External Works,Concrete Supply,m,49.05
mjd-004555,EXT-0603,"Conservation edging; 63 x 250; concrete bed & haunch; radius",External Works,Concrete Supply,m,56.47
mjd-004556,EXT-0604,"Charnwood kerb; 125 x 255; concrete bed & haunch",External Works,Concrete Supply,m,56.24
mjd-004557,EXT-0605,"Charnwood kerb; 125 x 255; concrete bed & haunch; radius",External Works,Concrete Supply,m,72.69
mjd-004558,EXT-0606,"EO Charnwood kerb; tapered transition 125 x 255/150",External Works,Kerbs & Edgings,nr,42.47
mjd-004559,EXT-0607,"Charnwood bullnose kerb; 125 x 150; concrete bed & haunch",External Works,Concrete Supply,m,53.79
mjd-004560,EXT-0608,"Charnwood Quadrant; 305 x 305 x 255",External Works,Kerbs & Edgings,nr,91.72
mjd-004561,EXT-0609,"Charnwood int/ext Angle; 125 x 255",External Works,General,nr,85.6
mjd-004562,EXT-0610,"Charcon Countryside kerb; CSK2; 145 x 150; concrete bed & haunch",External Works,Concrete Supply,m,43.8
mjd-004563,EXT-0611,"Charcon Countryside kerb; CSK2; 145 x 255; concrete bed & haunch",External Works,Concrete Supply,m,52.19
mjd-004564,EXT-0612,"Charcon Countryside kerb; CSK2; 145 x 255; concrete bed & haunch; radius",External Works,Concrete Supply,m,61.37
mjd-004565,EXT-0613,"Charcon Countryside kerb; Classic wide topp; 290 x 100; concrete bed & haunch; radius",External Works,Concrete Supply,m,52.5
mjd-004566,EXT-0614,"Marshalls Brackendale Sandstone flush kerb; 200 x 200; concrete bed and haunch",External Works,Concrete Supply,m,72.68
mjd-004567,EXT-0615,"Marshalls Brackendale Sandstone kerb; 300 x 300; concrete bed and haunch",External Works,Concrete Supply,m,118.6
mjd-004568,EXT-0616,"Marshalls Brackendale Sandstone kerb; 300 x 300; concrete bed and haunch; radius",External Works,Concrete Supply,m,138.71
mjd-004569,EXT-0617,"EO Marshalls Brackendale Transition Sandstone kerb; 300 x 300 - 200 x 200; concrete bed and haunch",External Works,Concrete Supply,nr,108.89
mjd-004570,EXT-0618,"Granite kerb; 125 x 250; concrete bed & haunch; free issue kerb",External Works,Concrete Supply,m,30.8
mjd-004571,EXT-0619,"Granite kerb; 125 x 250; concrete bed & haunch; radius; free issue kerb",External Works,Concrete Supply,m,46.07
mjd-004572,EXT-0620,"Granite kerb; 125 x 150; concrete bed & haunch; free issue kerb",External Works,Concrete Supply,m,26.85
mjd-004573,EXT-0621,"Granite edging; 60 x 250; concrete bed & haunch; free issue kerb",External Works,Concrete Supply,m,24.4
mjd-004574,EXT-0622,"Granite edging; 50 x 150; concrete bed & haunch; free issue kerb",External Works,Concrete Supply,m,22.7
mjd-004575,EXT-0623,"Granite drop kerb; Callisto; 150 x 150; concrete bed & haunch",External Works,Concrete Supply,m,86.89
mjd-004576,EXT-0624,"Granite kerb; Callisto; 150 x 150; concrete bed & haunch",External Works,Concrete Supply,m,81.58
mjd-004577,EXT-0625,"Granite kerb; Callisto; 150 x 255; concrete bed & haunch",External Works,Concrete Supply,m,92.02
mjd-004578,EXT-0626,"Granite kerb; Callisto; 150 x 255; concrete bed & haunch; radius",External Works,Concrete Supply,m,110.43
mjd-004579,EXT-0627,"Granite drop kerb; Callisto; 150 x 255; concrete bed & haunch; transition",External Works,Concrete Supply,nr,101.91
mjd-004580,EXT-0628,"Granite kerb; Callisto; 150 x 255; concrete bed & haunch; quadrant",External Works,Concrete Supply,nr,172.76
mjd-004581,EXT-0629,"Granite kerb; Callisto; 300 x 300 HB bus stop kerb; concrete bed & haunch",External Works,Concrete Supply,m,135.42
mjd-004582,EXT-0630,"Granite kerb; Callisto; 300 x 300 BN bus stop kerb; concrete bed & haunch",External Works,Concrete Supply,m,135.42
mjd-004583,EXT-0631,"Granite drop kerb; Callisto; 300 x 300 BN to HB bus stop kerb; concrete bed & haunch",External Works,Concrete Supply,nr,160.72
mjd-004584,EXT-0632,"Granite kerb; 150 x 300; concrete bed & haunch",External Works,Concrete Supply,m,116.37
mjd-004585,EXT-0633,"Granite kerb; 150 x 300; concrete bed & haunch; radius",External Works,Concrete Supply,m,124.08
mjd-004586,EXT-0634,"Granite kerb; 200 x 300; concrete bed & haunch",External Works,Concrete Supply,m,108.44
mjd-004587,EXT-0635,"Granite kerb; 200 x 300; concrete bed & haunch; radius",External Works,Concrete Supply,m,117.18
mjd-004588,EXT-0636,"Granite kerb; 200 x 350; concrete bed & haunch",External Works,Concrete Supply,m,142.99
mjd-004589,EXT-0637,"Granite kerb; 200 x 350; concrete bed & haunch; radius",External Works,Concrete Supply,m,134.24
mjd-004590,EXT-0638,"Granite kerb; 450 x 200; concrete bed & haunch",External Works,Concrete Supply,m,121.57
mjd-004591,EXT-0639,"Granite kerb; 600 x 200; concrete bed & haunch",External Works,Concrete Supply,m,154.38
mjd-004592,EXT-0640,"Granite sett kerbline; 100 x 100 x 100 setts laid as kerbline; on 50mm mortar bed & jointing (Chinese granite)",External Works,Joints,m,72.35
mjd-004593,EXT-0641,"Granite sett kerbline; 200 x 100 x 100 setts laid as kerbline; on concrete bed and haunch",External Works,Concrete Supply,m,81.96
mjd-004594,EXT-0642,"Granite sett border; edging band type 5; 100 x 200 x 200; concrete bed & haunch",External Works,Concrete Supply,m,88.54
mjd-004595,EXT-0643,"Granite sett edging; edging band type 9; 60 x 60 x 150; concrete bed & haunch",External Works,Concrete Supply,m,62.07
mjd-004596,EXT-0644,"Granite steps; solid blocks 350 (tread) x 150 (riser) x 1000lg solid blocks with inlaid nosing to leading edge; including 25mm resin mortar; on concrete base measured elsewhere",External Works,Concrete Supply,m,138.42
mjd-004597,EXT-0645,"Granite steps; solid blocks 600 (tread) x 280 (riser) x 1000lg solid blocks with inlaid nosing to leading edge; including 25mm resin mortar; on concrete base measured elsewhere",External Works,Concrete Supply,m,197.29
mjd-004598,EXT-0646,"Granite step; Despina by Marshalls step units; 350 x 150 x 1000lg; bedded on concrete; with Tritanial 30 x 30 nosing",External Works,Concrete Supply,m,328.28
mjd-004599,EXT-0647,"Brick on end edging inc concrete bed & haunch",External Works,Concrete Supply,m,53.89
mjd-004600,EXT-0648,"Lay only full height kerb; 125 x 250 flame finish granite kerbs; concrete bed & haunch",External Works,Concrete Supply,m,27.79
mjd-004601,EXT-0649,"Lay only Soldier course detail; flame finished 250 x 150 x 60 granite blocks inc concrete bed & haunch",External Works,Concrete Supply,m,30.62
mjd-004602,EXT-0650,"Lay only Edging detail; flame finish granite edging; 50 x 150; concrete bed & haunch",External Works,Concrete Supply,m,22.65
mjd-004603,EXT-0651,"Keykerb; KL HB half battered; 127 x 200; concrete bed & haunch",External Works,Concrete Supply,m,63.62
mjd-004604,EXT-0652,"Keykerb; KL HB half battered; 127 x 200; concrete bed & haunch; radius",External Works,Concrete Supply,m,69.74
mjd-004605,EXT-0653,"Keykerb; KL BN bullnose; 127 x 200; concrete bed & haunch",External Works,Concrete Supply,m,61
mjd-004606,EXT-0654,"Keykerb; KL BN bullnose; 127 x 200; concrete bed & haunch; radius",External Works,Concrete Supply,m,67.11
mjd-004607,EXT-0655,"Keykerb; KS kerb; 127 x 125; concrete bed & haunch",External Works,Concrete Supply,m,55.11
mjd-004608,EXT-0656,"Tegula kerbsetts; HB half battered; 250 x 160 x 130; concrete bed & haunch",External Works,Concrete Supply,m,80.77
mjd-004609,EXT-0657,"Tegula kerbsetts; HB half battered; 250 x 160 x 130; concrete bed & haunch; radius",External Works,Concrete Supply,m,92.99
mjd-004610,EXT-0658,"Tegula channel course; 1 row; 80 x 80 x 80 setts laid flush; concrete bed & haunch",External Works,Concrete Supply,m,72.88
mjd-004611,EXT-0659,"Tegula channel course; 2 rows; 80 x 80 x 80 setts laid flush; concrete bed & haunch",External Works,Concrete Supply,m,109.18
mjd-004612,EXT-0660,"Brackendale sandstone flush band course; 2 rows; 200 x 100 x 100 setts; concrete bed & haunch; 6-8mm pointing in Grantech grout from Parex",External Works,Concrete Supply,m,112.61
mjd-004613,EXT-0661,"Brackendale sandstone flush band course; 2 rows; 200 x 100 x 100 setts; concrete bed & haunch; 6-8mm pointing in Grantech grout from Parex; radius",External Works,Concrete Supply,m,138.58
mjd-004614,EXT-0662,"Brackendale sandstone flush band course; 4 rows; 200 x 100 x 100 setts; concrete bed & haunch; 6-8mm pointing in Grantech grout from Parex",External Works,Concrete Supply,m,198.39
mjd-004615,EXT-0663,"Brackendale sandstone flush band course; 4 rows; 200 x 100 x 100 setts; concrete bed & haunch; 6-8mm pointing in Grantech grout from Parex; radius",External Works,Concrete Supply,m,247.28
mjd-004616,EXT-0664,"Aluexcel 5 x 50 edge restraint; AE.50",External Works,General,m,26.16
mjd-004617,EXT-0665,"Aluexcel 5 x 75 edge restraint",External Works,General,m,29.47
mjd-004618,EXT-0666,"Aluexcel 5 x 75 edge restraint; curved",External Works,General,m,32.52
mjd-004619,EXT-0667,"Aluexcel 6 x 100 edge restraint; AE.100",External Works,General,m,37.9
mjd-004620,EXT-0668,"Aluexcel 6 x 100 edge restraint; AE.100; curved",External Works,General,m,40.96
mjd-004621,EXT-0669,"Aluexcel 6 x 150 edge restraint;",External Works,General,m,83.46
mjd-004622,EXT-0670,"Aluexcel 6 x 150 edge restraint; curved",External Works,General,m,86.55
mjd-004623,EXT-0671,"Steel edge restraint; galvanised steel; 150mm deep unequal angle; concrete bed",External Works,Concrete Supply,m,77.07
mjd-004624,EXT-0672,"EO for welding corrners",External Works,General,nr,104.89
mjd-004625,EXT-0673,"Corten steel Planterline edgings by Kinley; 3mm x 500mm high; with triangular brackets at 900c/s; bolted to concrete foundation; str",External Works,Concrete Supply,m,239.73
mjd-004626,EXT-0674,"EO bespoke welded corner",External Works,General,nr,56.08
mjd-004627,EXT-0675,"Corten steel planterline edgings by Kinley; 3mm x 500mm high; with triangular brackets at 900c/s; bolted to concrete foundation; radius",External Works,Concrete Supply,m,320.75
mjd-004628,EXT-0676,"Corten steel planterline edgings by Kinley; 6mm x 610mm high; with triangular brackets at 900c/s; bolted to concrete podium",External Works,Concrete Supply,m,388.43
mjd-004629,EXT-0677,"Corten steel planterline edgings by Kinley; 3mm x 900mm high; with triangular brackets at 900c/s; bolted to concrete foundation; str",External Works,Concrete Supply,m,335.27
mjd-004630,EXT-0678,"EO bespoke welded corner",External Works,General,nr,67.8
mjd-004631,EXT-0679,"Corten steel Planterline edgings by Kinley; 5mm x 900mm high; with triangular brackets at 900c/s; bolted to concrete foundation; radius",External Works,Concrete Supply,m,479.63
mjd-004632,EXT-0680,"Corten steel Planterline edgings by Kinley; 6mm x 1200mm high; with triangular brackets at 900c/s; bolted to concrete podium",External Works,Concrete Supply,m,605.49
mjd-004633,EXT-0681,"Corten steel Planterline cube planter; 800 x 800 x 500mm high; bolted to concrete foundation; str",External Works,Concrete Supply,nr,1255.58
mjd-004634,EXT-0682,"Beany block drainage kerb",External Works,Kerbs & Edgings,m,120.92
mjd-004635,EXT-0683,"Beany block gully outfall",External Works,Gullies,nr,511.03
mjd-004636,EXT-0684,"Beany block end cap",External Works,Masonry,nr,46.28
mjd-004637,EXT-0685,"Mini Beany drainage kerb",External Works,Kerbs & Edgings,m,105.4
mjd-004638,EXT-0686,"Mini Beany gully outfall",External Works,Gullies,nr,468.57
mjd-004639,EXT-0687,"Mini beany end cap",External Works,General,nr,44.31
mjd-004640,EXT-0688,"Timber edging; 50 x 150; with 40 x 40 x 450 pegs",External Works,Kerbs & Edgings,m,16.37
mjd-004641,EXT-0689,"Timber edging; 50 x 150; with 40 x 40 x 450 pegs; curved/facetted",External Works,Kerbs & Edgings,m,21.47
mjd-004642,EXT-0690,"Gravel strip/margin",External Works,Excavation,m,4.27
mjd-004643,EXT-0691,"Temporary block kerb race; 100thk x 440 x 215 7N blocks including concrete bed & haunch",External Works,Concrete Supply,m,17.27
mjd-004644,EXT-0692,"Take up temp kerb race & dispose",External Works,Kerbs & Edgings,m,6.74
mjd-004645,EXT-0693,"Brickwork; HB thick skin of facing brickwork laid against concrete; stretcher bond; PC£450/1000; inc 5/m2 ties shot fired to concrete",External Works,Concrete Supply,m²,101.56
mjd-004646,EXT-0694,"Brickwork; HB thick skin of facing brickwork laid against concrete; stretcher bond; to upstands/planters ne 1m high; PC£450/1000; inc 5/m2 ties shot fired to concrete",External Works,Concrete Supply,m²,118.19
