id,code,description,category,subcategory,unit,rate,quantity
MJD-005338,EXT-0790,"Concrete bollard; 250 dia x 750 high + 350 root; with concrete foundation","Concrete Works","Concrete Supply",nr,290.48,790
MJD-005339,EXT-0791,"Fix only free issue granite bollard; 150 x 150 x 1100 high (inc 350 root); with concrete foundation","Concrete Works","Concrete Supply",nr,104.23,791
MJD-005340,EXT-0792,"Cycle hoop; Sheffield; 715 x 800; with concrete foundations","Concrete Works","Concrete Supply",nr,244.63,792
MJD-005341,EXT-0793,"Cycle hoop; Austrian double; 1525 x 615; with concrete foundations","Concrete Works","Concrete Supply",nr,319.63,793
MJD-005342,EXT-0794,"Cycle hoop; Streetlife; CorTen FB-CT-35; with concrete foundations","Concrete Works","Concrete Supply",nr,343.79,794
MJD-005343,EXT-0795,"Cycle hoop; Marshalls Loci Corten Steel; with concrete foundations","Concrete Works","Concrete Supply",nr,522.06,795
MJD-005344,EXT-0796,"Cycle hoop; Broxap BXMW/GS; with concrete foundations","Concrete Works","Concrete Supply",nr,375.88,796
MJD-005345,EXT-0797,"Cycle hoop; instal only free issue; with concrete foundations","Concrete Works","Concrete Supply",nr,138.38,797
MJD-005346,EXT-0798,"Cycle ramp by Cyclehoop Ltd; Aluminium alloy; 200mm wide; bolted to existing steps","Structural Steel","Fabrication",m,425.24,798
MJD-005347,EXT-0799,"Rubber speed hump; bolt down; 500 wide x 75mm high","Structural Steel","Steel Sections",m,106.81,799
MJD-005348,EXT-0800,"Rubber speed hump; bolt down; rounded ends","Structural Steel","Steel Sections",nr,63.68,800
MJD-005349,EXT-0801,"Rubber speed hump; bolt down; 500 wide x 30mm high","Structural Steel","Steel Sections",m,118.61,801
MJD-005350,EXT-0802,"Rubber speed hump; bolt down; 500 wide x 30mm high; fix only free issue","Structural Steel","Steel Sections",m,62.36,802
MJD-005351,EXT-0803,"Bench; steel; 1800lg x 565 x 830 hgh; 5 slats","External Works","Miscellaneous",nr,533.42,803
MJD-005352,EXT-0804,"Bench; steel; fix only free issu; hgh; 5 slats","External Works","Miscellaneous",nr,172.17,804
MJD-005353,EXT-0805,"Bench; cast iron end with timber slats; 2m lg x 605 x 797 hgh","External Works","Miscellaneous",nr,645.51,805
MJD-005354,EXT-0806,"Bench; cast iron; 700 x 3000lg x 830hgh","External Works","Miscellaneous",nr,2837.61,806
MJD-005355,EXT-0807,"Bench; timber; Iroko; 1800lg x 650 x 900 hgh","External Works","Miscellaneous",nr,763.42,807
MJD-005356,EXT-0808,"Bailey Streetscene acid etched PC concrete seating cube with timber seating; 600 x 600 x 450; Iroko hardwood seat slats, 95 x 35, on S/S runners","Concrete Works","Concrete Supply",nr,1312.17,808
MJD-005357,EXT-0809,"Bailey Streetscene acid etched PC concrete seating bench with timber seating; 1800 x 600 x 450; Iroko hardwood seat slats, 95 x 35, on S/S runners","Concrete Works","Concrete Supply",nr,2012.17,809
MJD-005358,EXT-0810,"Bailey Streetscene acid etched PC concrete seating bench with backrest with timber seating; 1800 x 600 x 450; Iroko hardwood seat slats, 95 x 35, on S/S runners","Concrete Works","Concrete Supply",nr,2268.42,810
MJD-005359,EXT-0811,"Marshalls PC concrete seating unit; ref A1; 800 x 1200 x 600 high (450 above ground), with recessed shadow gap around base with concealed LED lighting; silver grey acid etched","Concrete Works","Concrete Supply",nr,4168.6,811
MJD-005360,EXT-0812,"Marshalls PC concrete seating unit; ref A2; 800 x 1200 x 450 high (450 above ground); acid etched Red or Yellow colour","Concrete Works","Concrete Supply",nr,2834.63,812
MJD-005361,EXT-0813,"Marshalls PC concrete seating unit; ref A3; 800 x 1200 x 510, with recessed shadow gap around base with concealed LED lighting; silver grey acid etched; slatted FSC timber hardwood seat in 60 x 60 x 10 steel angle frame","Concrete Works","Concrete Supply",nr,6329.52,813
MJD-005362,EXT-0814,"Marshalls PC concrete seating unit; ref A4; 800 x 1200 x 510, with recessed shadow gap around base with concealed LED lighting; silver grey acid etched; slatted FSC timber hardwood seat & backrest in 60 x 60 x 10 steel angle frame","Concrete Works","Concrete Supply",nr,7178.61,814
MJD-005363,EXT-0815,"Marshalls PC concrete seating unit; ref A5; 800 x 1200 x 450, with recessed shadow gap around base with concealed LED lighting; silver grey acid etched; slatted FSC timber hardwood seat & backrest in 60 x 60 x 10 steel angle frame","Concrete Works","Concrete Supply",nr,7450.27,815
MJD-005364,EXT-0816,"Marshalls granite seating unit; ref B1; 800 x 1200 x 450 high (450 above ground); flammed top, cropped sides, sawn bottom; Royal white colour","External Works","Miscellaneous",nr,12679.48,816
MJD-005365,EXT-0817,"Marshalls PC concrete seating unit; ref B2; 450 x 2000 x 600 high, silver grey acid etched; slatted FSC timber hardwood seat in 60 x 60 x 10 steel angle frame","Concrete Works","Concrete Supply",nr,7000.47,817
MJD-005366,EXT-0818,"Marshalls PC concrete seating unit; ref B2 (x 3.0m lg); 450 x 3000 x 600 high, silver grey acid etched; slatted FSC timber hardwood seat in 60 x 60 x 10 steel angle frame","Concrete Works","Concrete Supply",nr,10420.87,818
MJD-005367,EXT-0819,"Corten steel irregular shaped seat with Iroko HW seating slats; 450mm high; sides 2150 x 1850 x 1800 x 1100; bolted to concrete foundation","Concrete Works","Concrete Supply",nr,10651.39,819
MJD-005368,EXT-0820,"Corten steel irregular shaped seat with Iroko HW seating slats; 450mm high; sides 2100 x 1900 x 2400 x 765; bolted to concrete foundation","Concrete Works","Concrete Supply",nr,11526.39,820
MJD-005369,EXT-0821,"Corten steel irregular shaped seat with Iroko HW seating slats; 450mm high; sides 1100 x 2550 x 2750 x 2300; bolted to concrete foundation","Concrete Works","Concrete Supply",nr,15526.39,821
MJD-005370,EXT-0822,"Corten steel irregular shaped seat with Iroko HW seating slats; 450mm high; sides 2030 x 2350 x 2550 x 1600; bolted to concrete foundation","Concrete Works","Concrete Supply",nr,13651.39,822
MJD-005371,EXT-0823,"Corten steel cantilevered seat with Iroko HW seating slats and back; bolted to 900mm high steel upstands","Structural Steel","Fabrication",m,893.63,823
MJD-005372,EXT-0824,"Corten steel inset seat with Iroko HW seating slats; inset into 900mm high steel upstands/planters with integral frame","External Works","Landscaping",m,1065.13,824
MJD-005373,EXT-0825,"Litter bin?? Provisional sum","External Works","Miscellaneous",nr,179.23,825
MJD-005374,EXT-0826,"Litter bin; cast iron with galv steel inner bin; 400dia x 885 hgh","External Works","Miscellaneous",nr,535.48,826
MJD-005375,EXT-0827,"Litter bin; plastic outer & cover with galv steel inner bin; 600dia x 1120 hgh","External Works","Miscellaneous",nr,290.48,827
MJD-005376,EXT-0828,"Litter bin; stainless steel with galv steel inner bin; 580dia x 1100 hgh","External Works","Miscellaneous",nr,1315.48,828
MJD-005377,EXT-0829,"Litter bin; Marshalls Morella litter bin; Corten steel sheet, oxidised & varnished","External Works","Miscellaneous",nr,1881.73,829
MJD-005378,EXT-0830,"Litter bin; Metalcouk Spencer T Corten litter bin; with litter man logo","External Works","Miscellaneous",nr,923.72,830
MJD-005379,EXT-0831,"Litter bin; Cannock bin with ashtray by Bailey Streetscene; 500dia x 1160 hgh","External Works","Miscellaneous",nr,816.73,831
MJD-005380,EXT-0832,"Litter bin; Cannock recycling bin by Bailey Streetscene; 500dia x 1160 hgh","External Works","Miscellaneous",nr,816.73,832
MJD-005381,EXT-0833,"Cast iron square tree grille; 900 x 900; grill, frame & clamps","Electrical","Lighting",nr,545.59,833
MJD-005382,EXT-0834,"Cast iron square tree grille; 1200 x 1200; grill, frame & clamps","Electrical","Lighting",nr,604.91,834
MJD-005383,EXT-0835,"Cast iron square tree grille; 1800 x 1800; grill, frame & clamps","Electrical","Lighting",nr,1538.33,835
MJD-005384,EXT-0836,"Tree pit; 1.2m dia M/H ring x 1.2m dp; filled with topsoil","Groundworks","Filling",nr,446.39,836
MJD-005385,EXT-0837,"Tree pit; 1.2m dia M/H ring x 1.5m dp; filled with topsoil; 1000 x 1000 Broxap tree grill, BX1203-EC","Groundworks","Filling",nr,897.02,837
MJD-005386,EXT-0838,"Tree pit; 5m x 5m; RootSpace UPVC 500 x 500 x 600hgh 20t load bearing units with aeration caps on 150mm permeable stone, covered with geonet membrane, ; filled with Rootsoil Hydro topsoil; including Arborvent aeration/irrigation inlets, Arborguy anchor straps c/w anchors, Arborflow 100SUDS modular array under 1500 x 1500 tree grille and frame; (for pits under road construction).","Groundworks","Filling",nr,11099.93,838
MJD-005387,GRO-05387,"RootSpace UPVC 500 x 500 x 600hgh 20t load bearing units with aeration caps on 150mm permeable stone, covered with geonet membrane, ; filled with Rootsoil Hydro topsoil; including Arborvent aeration/irrigation inlets, Arborguy anchor straps c/w anchors, Arborflow 100SUDS modular array under 1500 x 1500 tree grille and frame; (for pits under road construction).","Groundworks","Filling",m³,444,0
MJD-005388,EXT-0839,"GreenBlue Urban Clyde rectangular tree grille; 1200 x 1600; grill & frame, with RootRain Hydrogrille irrigation system & inlet","External Works","Miscellaneous",nr,3207.56,839
MJD-005389,EXT-0840,"Mild steel tree guard; ne 437dia x 1800","External Works","Miscellaneous",nr,265.56,840
MJD-005390,EXT-0841,"Bike shelter; Marshalls Saturn MK2; Senior 4m shelter; 4080 x 2402 x 2811 high; Galv & PPC","External Works","Miscellaneous",nr,4330.89,841
MJD-005391,EXT-0842,"Bike shelter; Marshalls Saturn MK2; Senior 4m shelter; 4080 x 2402 x 2811 high; Galv & PPC; fix only free issue","External Works","Miscellaneous",nr,2162.74,842
MJD-005392,EXT-0843,"Bike shelter; Marshalls Saturn MK2; Senior 16m shelter; 16,080 x 2402 x 2811 high; Galv & PPC","External Works","Miscellaneous",nr,11567.61,843
MJD-005393,EXT-0844,"Bus shelter; Economy; 4040 x 2040 x 2300; steel frame & plastic glazing & roof","External Works","Miscellaneous",nr,4361.49,844
MJD-005394,EXT-0845,"Bus shelter; Arun; 3060 x 1510 x 2460 hgh; steel frame & toughened glass","External Works","Miscellaneous",nr,7148.99,845
MJD-005395,EXT-0846,"Lamp post; free issue fix only","Electrical","Lighting",nr,223.02,846
MJD-005396,EXT-0847,"Lighting column base; 600 x 600 x 1.0m dp; fix only cast in lighting column; 1nr flexible ducts entry","Structural Steel","Steel Sections",nr,331.71,847
MJD-005397,EXT-0848,"Lighting column base; 750 x 750 x 1.65m dp; fix only HD bolts/sleeve for post; 2nr flexible ducts; base only, column by others","Structural Steel","Steel Sections",nr,359.64,848
MJD-005398,EXT-0849,"S&F lighting column; DW Windsor Kirium Pro Mini with 5m Linear column; Philips full prog driver to run 3000k 8LED D1 optic light engine at 500mA with 35 lux photocell; concrete base; 750 x 750 x 1.65m dp; sleeve for post; 2nr flexible ducts. Painted in Ral 9005 black","Concrete Works","Concrete Supply",nr,1449.01,849
MJD-005399,EXT-0850,"Car charging point; APT Technologies model EV-PM3 with concrete foundation and duct entry; fix only free issue; M&S work by others","Concrete Works","Concrete Supply",nr,390.89,850
MJD-005400,EXT-0851,"Pavement uplighter set into and inc cutting circular recess for lamp; 210mm dia stainless steel IP65 recessed LED 3000k spotlight","Electrical","Lighting",nr,218.67,851
MJD-005401,EXT-0852,"Pavement uplighter set into and inc cutting circular recess for lamp; 100mm dia stainless steel IP65 recessed LED 3000k spotlight","Electrical","Lighting",nr,186.95,852
MJD-005402,EXT-0853,"Fix only free issue Pavement uplighter set into and inc cutting circular recess for lamp; 100mm dia","Electrical","Lighting",nr,163.85,853
MJD-005403,EXT-0854,"Feeder pillar base; 2.50 x 1.50 x 300mm thk; fix only HD bolts; 3nr flexible ducts; base only, feeder pillar by others","Structural Steel","Steel Sections",nr,484.2,854
MJD-005404,EXT-0855,"Road sign; free issue fix only","External Works","Miscellaneous",nr,104.23,855
MJD-005405,EXT-0856,"Road sign; free issue fix only to existing post","External Works","Miscellaneous",nr,36.39,856
MJD-005406,EXT-0857,"Street name plate by G&G Signs Ltd; diag 816.1 inc 2nr 1775 x 40 x 40 galv legs bedded in 400 x 400 conc footings","External Works","Miscellaneous",nr,460.26,857
MJD-005407,EXT-0858,"Signage post; Geo Fingerpost by Marshalls; 90mm dia pole x 3m high; with 4nr 800 x 100mm wayfinding signs; bolted to 1000 x 1000 x 200 conc footing","Structural Steel","Fabrication",nr,2534.63,858
MJD-005408,EXT-0859,"EO sign for additional finger arm","External Works","Miscellaneous",nr,162.97,859
MJD-005409,EXT-0860,"Tubular steel handrail raking to profilr of steps; 50mm dia tube rail and post; 900 to 850mm high; posts bolted to concrete with 4nr M10 bolts","Concrete Works","Concrete Supply",m,154.86,860
MJD-005410,EXT-0861,"Play equipment; slide; free issue fix only","Plant","Tools & Equipment",nr,188.79,861
MJD-005411,EXT-0862,"Play equipment; seesaw; free issue fix only","Plant","Tools & Equipment",nr,104.23,862
MJD-005412,EXT-0863,"Play equipment; climbing frame; free issue fix only","Plant","Tools & Equipment",nr,300.3,863
MJD-005413,EXT-0864,"Rotary clothes dryer","External Works","Miscellaneous",nr,84.92,864
MJD-005414,EXT-0865,"Timber shed; 1200 x 1200; concrete base 150mm thk","Concrete Works","Concrete Supply",nr,951.22,865
MJD-005415,EXT-0866,"Vehicle barrier","External Works","Fencing & Gates",nr,1742.88,866
MJD-005416,EXT-0867,"Vehicle barrier; fix only free issue","External Works","Fencing & Gates",nr,495.38,867
MJD-005417,EXT-0868,"HW baulk timber; 125 x 250; bolted to concrete with M16 parabolts x 175lg, inc drill and counter bore at 850 c/s","Concrete Works","Concrete Supply",m,52.04,868
MJD-005418,EXT-0869,"EO for chamfered ends","External Works","Miscellaneous",nr,17.67,869
MJD-005419,GRO-05419,"DPM's / Waterproofing","Groundworks","Membranes & DPM",tonne,0,0
MJD-005421,EXT-0871,"1200g visqueen; vertical","External Works","Miscellaneous",m²,1.78,871
MJD-005422,EXT-0872,"Preprufe; 300R; horizontal","External Works","Miscellaneous",m²,29.27,872
MJD-005423,EXT-0873,"Preprufe; 160R; vertical","External Works","Miscellaneous",m²,35.02,873
MJD-005424,EXT-0874,"Preprufe internal/perimeter junction","External Works","Miscellaneous",m,11.95,874
MJD-005425,PRE-05425,"Temporary hardstanding","Preliminaries","Temporary Works",tonne,125.78,0
MJD-005426,EXT-0875,"Exc, C/A, L&C, 150mm type 1, 200mm conc bed, A252 mesh & brush finish","Concrete Works","Reinforcement",m²,96.28,875
MJD-005427,EXT-0876,"Remove hardstandings, inc B/O 200 slab, exc 350mm & C/A","External Works","Paving",m²,29.5,876
MJD-005428,PRE-05428,"Temporary Crossovers","Preliminaries","Temporary Works",tonne,0,0
MJD-005429,EXT-0877,"B/O extg paving, exc, C/A, L&C, 200mm conc bed","External Works","Paving",m²,75.5,877
MJD-005430,EXT-0878,"B/O conc bed, exc, C/A and re-instate DBM footpath","External Works","Miscellaneous",m²,68.4,878
MJD-005432,EXT-05432,"Pavement reinstatement","External Works","Miscellaneous",tonne,0,0
MJD-005433,EXT-0880,"B/O extg pavement, exc & C/A. Reinstate 150mm type 1 sub-base & 150mm DBM comprising 30mm surface, 40mm binder & 80mm base","Structural Steel","Steel Sections",m²,76.21,880
MJD-005434,EXT-05434,"Adjusting HM C&Fs","External Works","Miscellaneous",tonne,0,0
MJD-005436,EXT-0881,"reduce height","Structural Steel","Steel Sections",nr,145.14,881
MJD-005437,EXT-0882,"ne 75mm","External Works","Miscellaneous",nr,151.39,882
MJD-005438,EXT-0883,"75 - 150mm","External Works","Miscellaneous",nr,172.92,883
MJD-005439,EXT-0884,"150 - 225mm","External Works","Miscellaneous",nr,247.92,884
MJD-005440,EXT-05440,"Road closure for works in road, including liason with Council, TFL & other Stats, licenses, permissions, fees, etc","External Works","Miscellaneous",tonne,0,0
MJD-005441,EXT-0885,"Full road closure","External Works","Miscellaneous",nr,4500,885
MJD-005442,EXT-0886,"Partial road closure","External Works","Miscellaneous",nr,2500,886
MJD-005443,EXT-0887,"Footpath closure","External Works","Miscellaneous",nr,2000,887
MJD-005444,EXT-05444,"Traffic management for works in Road","External Works","Miscellaneous",tonne,0,0
MJD-005445,EXT-0888,"Traffic diversion submission & licence, inc liase with Stats, design, proposal & approval/permission, RAMS, fees, etc","Structural Steel","Steel Sections",nr,1875,888
MJD-005446,EXT-0889,"Pedestrian diversion submission & license, inc liase with Stats, design, proposal & approval/permissions, RAMS, fees, etc","Structural Steel","Steel Sections",nr,1500,889
MJD-005447,EXT-0890,"Install traffic management measures, inc lights, signs, lights, notices, etc","Electrical","Lighting",nr,2312.5,890
MJD-005448,EXT-0891,"Install pedestrian diversion & management measures, inc lights, signs, notices, etc","Electrical","Lighting",nr,1825,891
MJD-005450,EXT-0892,"Heras fencing, inc erect, adapt and dismantle on completion","External Works","Miscellaneous",m,38.23,892
MJD-005451,EXT-0893,"Pedestrian barriers","External Works","Fencing & Gates",m,45.35,893
MJD-005452,EXT-0894,"Jersey / Kelly blocks","Masonry","Blockwork",m,63.19,894
MJD-005453,EXT-0895,"Place only free issue kelly blocks","Masonry","Blockwork",m,28.19,895
MJD-005454,EXT-0896,"Plastic water filled barriers","Groundworks","Filling",m,0,896
MJD-005455,EXT-0897,"Place only plastic barriers & fill with water","Groundworks","Filling",m,15.28,897
MJD-005456,EXT-0898,"Road plates","External Works","Miscellaneous",nr,61.81,898
MJD-005457,PRE-05457,"Hoarding","Preliminaries","Temporary Works",item,0,0
MJD-005458,EXT-0899,"Supply & erect site hoarding; 150 x 75 posts with concrete base at 3m c/s; 3nr 100 x 50 rails; 18mm WBP ply; 150 capping & skirting; 2.4m high","Concrete Works","Concrete Supply",m,101.17,899
MJD-005459,EXT-0900,"Double gate; vehicle access; 6m","Structural Steel","Steel Sections",nr,1506.99,900
MJD-005460,EXT-0901,"Double gate; vehicle access; 8m","Structural Steel","Steel Sections",nr,1977.33,901
MJD-005461,EXT-0902,"EO for Pedestrian gate","External Works","Fencing & Gates",nr,403.65,902
MJD-005462,EXT-0903,"Painting hoarding; 2.4m high","Internal Finishes","Painting & Decorating",m,8.89,903
MJD-005463,EXT-0904,"Heras Fencing; 3.5m panels x 2m high (tree protection)","Preliminaries","Temporary Works",m,30.65,904
MJD-005464,EXT-0905,"Take down and remove site hoarding;","Preliminaries","Temporary Works",m,25.69,905
MJD-005465,EXT-0906,"Take down existing gate and re-erect in new position","External Works","Fencing & Gates",nr,488.97,906
MJD-005466,GEN-05466,"Oliver Connell & Son Limited","General Construction","Miscellaneous",tonne,1,0
MJD-005489,GEN-05489,"Builders Work & Attendances","General Construction","Miscellaneous",tonne,1,0
MJD-005492,BLD-0001,"Demolish existing buildings","General Construction","Miscellaneous",sum,21763.333333333336,1
MJD-005493,GEN-05493,"by others","General Construction","Miscellaneous",sum,21763.333333333336,1
MJD-005494,BLD-0002,"Break up & remove existing GF slabs","External Works","Paving",sum,0,2
MJD-005496,BLD-0003,"Grub up & remove existing foundations and underground obstructions and backfill voids with structural granular fill well compacted in layers","Groundworks","Filling",sum,0,3
MJD-005498,BLD-0004,"Grub up & remove existing basements and underground structures and backfill voids with structural granular fill well compacted in layers","Groundworks","Filling",sum,389400,4
MJD-005499,BLD-0005,"Temporary works required for demolition","Preliminaries","Temporary Works",sum,74930,5
MJD-005500,BLD-0006,"Remove any existing redundant drains and services","External Works","External Drainage",sum,0,6
MJD-005504,BLD-0008,"Demolish existing sub station","Structural Steel","Steel Sections",nr,5561.41,8
MJD-005508,BLD-0011,"Heras fencing as tree protection","Preliminaries","Temporary Works",nr,44.02,11
MJD-005512,BLD-0014,"Dispose of excavation arisings off site; clean inert material","Groundworks","Excavation",m³,39.33,14
MJD-005520,BLD-0022,"Haul roads; imported Type 1; 300mm thk","Groundworks","Filling",m³,46.31,22
MJD-005521,BLD-0023,"Hardstandings; imported Type 2; 250mm thick","Groundworks","Filling",m³,43.54,23
MJD-005529,BLD-0031,"Isolate & remove live services","General Construction","Miscellaneous",sum,0,31
MJD-005538,BLD-0038,"Excavate to remove piling mat & dispose off site; 300mm thk","Groundworks","Excavation",m²,12.8,38
MJD-005539,BLD-0039,"Excavate to remove piling mat & dispose off site; 400mm thk","Groundworks","Excavation",m²,17.07,39
MJD-005540,BLD-0040,"Excavate to remove piling mat & dispose off site; 500mm thk","Groundworks","Excavation",m²,21.34,40
MJD-005541,BLD-0041,"Excavate to remove piling mat & dispose off site; 600mm thk","Groundworks","Excavation",m²,25.6,41
MJD-005542,BLD-0042,"Excavate to remove piling mat & dispose off site; 750mm thk","Groundworks","Excavation",m²,32.01,42
MJD-005543,BLD-0043,"Excavate to remove piling mat & dispose off site","Groundworks","Excavation",m³,42.67,43
MJD-005547,BLD-0047,"Haul & deposit on site; max 50m","General Construction","Miscellaneous",m³,3.95,47
MJD-005549,BLD-0049,"Filling with free issue materials from site stockpile; load & haul max 50m","Groundworks","Piling",m³,8.02,49
MJD-005552,BLD-0052,"Filling with free issue materials from site stockpile; to form piling mat; load & haul max 50m","Groundworks","Piling",m³,7.95,52
MJD-005553,BLD-0053,"Credit free issue materials for piling mat","Groundworks","Piling",m³,27.28,53
MJD-005557,BLD-0057,"Imported fill; hardcore / crushed concrete in piling mat; 400mm thick","Groundworks","Piling",m²,10.77,57
MJD-005558,BLD-0058,"Imported fill; hardcore / crushed concrete in piling mat; 500mm thick","Groundworks","Piling",m²,13.46,58
MJD-005559,BLD-0059,"Imported fill; hardcore / crushed concrete in piling mat; 600mm thick","Groundworks","Piling",m²,16.16,59
MJD-005560,BLD-0060,"Imported fill; hardcore / crushed concrete in piling mat; 750mm thick","Groundworks","Piling",m²,20.2,60
MJD-005561,BLD-0061,"Imported fill; hardcore / crushed concrete in piling mat; 900mm thick","Groundworks","Piling",m²,25.35,61
MJD-005576,BLD-0076,"900mm dia CFA pile; 25m lg (bore, conc, rebar, test, de-bond, move rig, mod & demob, design)","Groundworks","Piling",nr,5126.77,76
MJD-005585,BLD-0085,"Rig delays; per hour","General Construction","Miscellaneous",hour,512.71,85
MJD-005592,BLD-0092,"Piling attendance; excavator & driver","Groundworks","Excavation",week,2309.85,92
MJD-005593,BLD-0093,"Piling attendance; dumper & driver","Groundworks","Piling",week,1528.69,93
MJD-005594,BLD-0094,"Piling attendance; ride on roller","Groundworks","Piling",week,294.88,94
MJD-005595,BLD-0095,"Piling attendance; banksman","Groundworks","Piling",week,1200.65,95
MJD-005596,BLD-0096,"Pile probing; 3m spike","Groundworks","Piling",nr,12.08,96
MJD-005597,BLD-0097,"Pile probing; 3m trench for sheet/contiguous/secant piles","Groundworks","Piling",m,14.67,97
MJD-005599,BLD-0098,"Dispose of pile arisings off site; clean inert; provisionally based on ? nr x ? dia x ? depth; loaded by excavator in attendance","Groundworks","Excavation",m³,44.25,98
MJD-005600,BLD-0099,"EO clean inert disposal for non haz","Groundworks","Disposal",m³,18.68,99
MJD-005602,BLD-0101,"Excavate, breakup obstruction, dispose & backfill with SEM","Groundworks","Excavation",m³,98.76,101
MJD-005603,BLD-0102,"Leader trench for sheet piling; 1500 x 600mm dp; on centre line of sheet piles","Groundworks","Piling",m,27.7,102
MJD-005604,BLD-0103,"Secant pile guide wall; sacrificial; 600 dia piles at 450 c/s.","Groundworks","Piling",m,318.69,103
MJD-005605,BLD-0104,"Secant pile guide wall; sacrificial; 750 dia male & 600 dia female piles at 525 c/s.","Groundworks","Piling",m,383.2,104
MJD-005606,BLD-0105,"Capping beam; 900 x 750; inc exc, C/A, L&C, EWS, W/S, C40 conc, fwk, rebar 150kg/m3, trowel. Excludes breakdown piles","Groundworks","Piling",m,437.34,105
MJD-005607,BLD-0106,"Breakdown piles; 250 x 250 driven x max 500mm high; driven PC piles","Groundworks","Piling",nr,48.7,106
MJD-005608,BLD-0107,"Breakdown piles; 300mm dia x max 500mm high; reinforcement de-bonded","Groundworks","Piling",nr,48.7,107
MJD-005610,BLD-0109,"Breakdown piles; 400mm dia x max 500mm high; reinforcement de-bonded","Groundworks","Piling",nr,54.3,109
MJD-005611,BLD-0110,"Breakdown piles; 400mm dia x max 2000mm high; reinforcement de-bonded","Groundworks","Piling",nr,62.41,110
MJD-005612,BLD-0111,"Breakdown piles; 450mm dia x max 500mm high; reinforcement de-bonded","Groundworks","Piling",nr,59.71,111
MJD-005614,BLD-0113,"Breakdown piles; 450mm dia x max 1250mm high; reinforcement de-bonded","Groundworks","Piling",nr,65.07,113
MJD-005616,BLD-0115,"Breakdown piles; 450mm dia x max 2000mm high; reinforcement de-bonded","Groundworks","Piling",nr,70.43,115
MJD-005617,BLD-0116,"Breakdown piles; 450mm dia x max 2500mm high; reinforcement de-bonded","Groundworks","Piling",nr,74,116
MJD-005618,BLD-0117,"Breakdown piles; 450mm dia x max 4000mm high; reinforcement de-bonded","Groundworks","Piling",nr,84.73,117
MJD-005619,BLD-0116,"Breakdown piles; 500mm dia x max 500mm high; reinforcement de-bonded","Groundworks","Piling",nr,74.07,116
MJD-005621,BLD-0118,"Breakdown piles; 600mm dia x 500mm - 1.0m high; reinforcement de-bonded","Groundworks","Piling",nr,76.36,118
MJD-005622,BLD-0119,"Breakdown piles; 600mm dia x max 1.5m high; reinforcement de-bonded","Groundworks","Piling",nr,83.88,119
MJD-005623,BLD-0120,"Breakdown piles; 600mm dia x max 2.0m high; reinforcement de-bonded","Groundworks","Piling",nr,94.17,120
MJD-005627,BLD-0124,"Breakdown piles; 600mm dia x max 4.5m high; reinforcement de-bonded","Groundworks","Piling",nr,124.58,124
MJD-005628,BLD-0125,"Breakdown piles; 600mm dia x max 5.0m high; reinforcement de-bonded","Groundworks","Piling",nr,130.66,125
MJD-005629,BLD-0126,"Breakdown piles; 600mm dia x max 5.5m high; reinforcement de-bonded","Groundworks","Piling",nr,136.74,126
MJD-005630,BLD-0127,"Breakdown piles; 600mm dia x max 6.0m high; reinforcement de-bonded","Groundworks","Piling",nr,142.82,127
MJD-005631,BLD-0128,"Breakdown piles; 600mm dia x max 6.5m high; reinforcement de-bonded","Groundworks","Piling",nr,148.9,128
MJD-005632,BLD-0129,"Breakdown piles; 600mm dia x max 8.5m high; reinforcement de-bonded","Groundworks","Piling",nr,173.22,129
MJD-005633,BLD-0130,"Breakdown piles; 750mm dia x max 500mm high; reinforcement de-bonded","Groundworks","Piling",nr,96.95,130
MJD-005634,BLD-0131,"Breakdown piles; 750mm dia x max 1.5m high; reinforcement de-bonded","Groundworks","Piling",nr,119.12,131
MJD-005636,BLD-0133,"Breakdown piles; 900mm dia x max 1500mm high; reinforcement de-bonded","Groundworks","Piling",nr,149.26,133
MJD-005637,BLD-0134,"Breakdown piles; 1050mm dia x max 500mm high; reinforcement de-bonded","Groundworks","Piling",nr,144.43,134
MJD-005638,BLD-0135,"Breakdown piles; 1200mm dia x max 500mm high; reinforcement de-bonded","Groundworks","Piling",nr,167.73,135
MJD-005639,BLD-0136,"Breakdown piles; 1500mm dia x max 500mm high; reinforcement de-bonded","Groundworks","Piling",nr,213.42,136
MJD-005640,BLD-0137,"Breakdown piles; 2000mm dia x max 500mm high; reinforcement de-bonded","Groundworks","Piling",nr,275,137
MJD-005642,BLD-0139,"B/O & dispose RC guide wall for 450dia secant piles; 750 x 600","Groundworks","Piling",m,49.68,139
MJD-005643,BLD-0140,"B/O & dispose RC guide wall for 600dia secant piles; 900 x 600","Groundworks","Piling",m,59.61,140
MJD-005646,BLD-0140,"Site prep; remove tree; girth 600-1.5m","General Construction","Miscellaneous",nr,590,140
MJD-005649,BLD-0143,"Site prep; remove tree stump; fill void with SEM","Groundworks","Filling",nr,256.52,143
MJD-005653,BLD-0147,"Excavate topsoil for preservation","Groundworks","Excavation",m³,5.3,147
MJD-005659,BLD-0153,"Excavate to reduce levels; ne 4m","Groundworks","Excavation",m³,4.96,153
MJD-005660,BLD-0154,"Excavate basement; ne 2m dp","Groundworks","Excavation",m³,4.96,154
MJD-005662,BLD-0156,"Excavate basement; ne 4m dp (small/tight)","Groundworks","Excavation",m³,5.63,156
